,utterance,request,importance
25462,want speak customrr support,contact_customer_service,medium_priority
25463,could u ask agent see fucking payment methods please,check_payment_methods,high_priority
25464,event cancelled request reimbursement,get_refund,standard_priority
25465,found issue trying sign,registration_problems,medium_priority
25466,want know status reimbursement,track_refund,standard_priority
25467,would like request invoice could tell please,get_invoice,high_priority
25468,want profile cancel,delete_account,standard_priority
25469,help speak agent,contact_human_agent,medium_priority
25470,cant understand talk person,contact_human_agent,high_priority
25471,arent helping help contact someone,contact_human_agent,medium_priority
25472,got error message attempted pay charged anyway want report,payment_issue,high_priority
25473,ask agent know shipment,track_order,medium_priority
25474,want help checking damn termination penalties,check_cancellation_fee,high_priority
25475,show hours customer service available,contact_customer_service,medium_priority
25476,solve issues making payment,payment_issue,medium_priority
25477,see invoice,check_invoices,high_priority
25478,arent helping u contact person,contact_human_agent,high_priority
25479,issue paying online order report,payment_issue,standard_priority
25480,mail address client service,contact_customer_service,medium_priority
25481,wan na check refund policy,check_refund_policy,high_priority
25482,please could u ask agent could see reimbursement policy,check_refund_policy,high_priority
25483,wan na request refund,get_refund,high_priority
25484,need help modifying user data,edit_account,medium_priority
25485,give information password recovery,recover_password,medium_priority
25486,kinow talk customer support,contact_customer_service,high_priority
25487,want solve payment problem,payment_issue,high_priority
25488,ask agent switch another profile,switch_account,high_priority
25489,remove online account,delete_account,medium_priority
25490,ca find bills view,check_invoices,standard_priority
25491,tell one profile,create_account,medium_priority
25492,possible check status refund,track_refund,standard_priority
25493,ca understand speak person,contact_human_agent,standard_priority
25494,want use account close,delete_account,standard_priority
25495,want know phone number contact customer support,contact_customer_service,high_priority
25496,know could create another standard account,create_account,standard_priority
25497,notify issues payment,payment_issue,medium_priority
25498,close profile,delete_account,medium_priority
25499,want help remove item order,change_order,medium_priority
25500,show information mail address customer support,contact_customer_service,medium_priority
25501,understand help contact human agent,contact_human_agent,standard_priority
25502,show cancelled get refund,get_refund,standard_priority
25503,want assistance switch another account,switch_account,medium_priority
25504,want know request bill,get_invoice,medium_priority
25505,want know changing shipping address,change_shipping_address,medium_priority
25506,wan na check payment methods u help,check_payment_methods,high_priority
25507,need create account,create_account,high_priority
25508,ask agent inform issue payment,payment_issue,medium_priority
25509,receive invoice help check,check_invoices,standard_priority
25510,tell create several profiles single email,create_account,medium_priority
25511,want download fucking bill show information,get_invoice,standard_priority
25512,got error message attempted make payment charged anyway notify,payment_issue,standard_priority
25513,tell check deliveries,track_order,medium_priority
25514,help change shipping address,change_shipping_address,medium_priority
25515,write comment,review,medium_priority
25516,information changing order,change_order,standard_priority
25517,please could ask agent file consumer complaint,complaint,medium_priority
25518,check status refund,track_refund,standard_priority
25519,happy service lodge comment,review,standard_priority
25520,could ask agent check shipment please,track_order,medium_priority
25521,lost account password,recover_password,standard_priority
25522,ive got online account open one,create_account,high_priority
25523,could show delivery options offer,delivery_options,medium_priority
25524,could ask agent could speak client esrvice,contact_customer_service,medium_priority
25525,wantt online account delete,delete_account,standard_priority
25526,want request bill tell,get_invoice,high_priority
25527,tell create one user account email address,create_account,medium_priority
25528,wan na speak someone,contact_human_agent,high_priority
25529,ask agent lodge fucking complaint service please,complaint,high_priority
25530,online acclunt hacked,recover_password,standard_priority
25531,issue trying pay order want notify,payment_issue,standard_priority
25532,could tell fucking contact client service please,contact_customer_service,medium_priority
25533,please ask agent check orders,track_order,medium_priority
25534,like modify shipping address could help,change_shipping_address,standard_priority
25535,got error tried make payment charged anyway notify,payment_issue,standard_priority
25536,need help obtaining invoice,get_invoice,medium_priority
25537,u talkto client service,contact_customer_service,high_priority
25538,help solve issue payments,payment_issue,medium_priority
25539,want check refund policy,check_refund_policy,standard_priority
25540,want check money back guarantee,check_refund_policy,standard_priority
25541,dont want online account wan na cancel,delete_account,high_priority
25542,could help change order,change_order,medium_priority
25543,need assistance buying item,place_order,medium_priority
25544,problems creating profile,registration_problems,medium_priority
25545,help submit feedback services,review,medium_priority
25546,create two accounts email,create_account,medium_priority
25547,got online account register,create_account,standard_priority
25548,information ticket delivery options,delivery_options,medium_priority
25549,want check money back policy,check_refund_policy,high_priority
25550,help see invoice,check_invoices,medium_priority
25551,get error message try pay order,payment_issue,standard_priority
25552,help buy several item,place_order,medium_priority
25553,game cancelled request refund,get_refund,medium_priority
25554,ca find bills could see,check_invoices,standard_priority
25555,check time customer service available,contact_customer_service,medium_priority
25556,ask agent notify problems payment,payment_issue,medium_priority
25557,make purchase,place_order,medium_priority
25558,want assistance getting money back,get_refund,standard_priority
25559,want information help speak customer support,contact_customer_service,medium_priority
25560,happy youur service assistance filing claim,complaint,medium_priority
25561,trying get invoices,get_invoice,standard_priority
25562,tell register one online account single email,create_account,medium_priority
25563,want obtain reimbursement,get_refund,standard_priority
25564,need help requesting refund,get_refund,high_priority
25565,tell receive newsletter,newsletter_subscription,medium_priority
25566,u show fucking free phone number contact customer service please,contact_customer_service,high_priority
25567,need help viewing payment options,check_payment_methods,medium_priority
25568,assistance checking cases ask refunds,check_refund_policy,medium_priority
25569,show status refund,track_refund,standard_priority
25570,know contact customer service,contact_customer_service,standard_priority
25571,happy service help file comment,review,standard_priority
25572,understand like contact human please,contact_human_agent,standard_priority
25573,tell check myshipment,track_order,medium_priority
25574,account open one,create_account,standard_priority
25575,view payment methods,check_payment_methods,medium_priority
25576,try create new account father,create_account,high_priority
25577,see invoice,check_invoices,medium_priority
25578,want assistance delete account,delete_account,medium_priority
25579,free number customer service,contact_customer_service,medium_priority
25580,create one user account email address,create_account,medium_priority
25581,register several online accounts single email,create_account,medium_priority
25582,got error message tried pay charged anyway notify,payment_issue,standard_priority
25583,lost invoices view,check_invoices,standard_priority
25584,could set different shipping address,set_up_shipping_address,medium_priority
25585,tell track shipment,track_order,medium_priority
25586,tell know orders,track_order,medium_priority
25587,happy service lodge consumer complaint,complaint,standard_priority
25588,check invoices april,check_invoice,medium_priority
25589,u ask agent write review,review,high_priority
25590,tell get invoice,get_invoice,standard_priority
25591,tell register one online account single email address,create_account,standard_priority
25592,report issues registration,registration_problems,medium_priority
25593,trying check refund status,track_refund,standard_priority
25594,u ask agent obtain bill please,get_invoice,high_priority
25595,problem trying pay online order inform,payment_issue,standard_priority
25596,wan na get information downloading invoices,get_invoice,high_priority
25597,got error message tried make payment charged anyway notify,payment_issue,standard_priority
25598,wan na report issue paying,payment_issue,high_priority
25599,user account create one,create_account,high_priority
25600,check hours contact customer service,contact_customer_service,medium_priority
25601,please could ask agent check cancellation fees,check_cancellation_fee,medium_priority
25602,want remove fucking profile,delete_account,high_priority
25603,got error message tried make payment card charged anyway report,payment_issue,high_priority
25604,want refund,get_refund,high_priority
25605,wan na create user acount,create_account,high_priority
25606,report problems making payment,payment_issue,medium_priority
25607,could tell user account deletions,delete_account,medium_priority
25608,canm view invoices,check_invoices,medium_priority
25609,want see invoices,get_invoice,standard_priority
25610,want download bill show information,get_invoice,standard_priority
25611,need help unsubscribe ur company newsletter,newsletter_subscription,medium_priority
25612,tell reimbursement processed,track_refund,standard_priority
25613,got error message attempted make payment charged anyway notify,payment_issue,standard_priority
25614,helping talk someone,contact_human_agent,standard_priority
25615,tell download invoice,get_invoice,medium_priority
25616,got user account create one,create_account,standard_priority
25617,submit feedback,review,medium_priority
25618,check status reimbursement,track_refund,standard_priority
25619,wan na create profile,create_account,high_priority
25620,need refund request one,get_refund,standard_priority
25621,iwant refund get one,get_refund,standard_priority
25622,provide information bills,check_invoices,medium_priority
25623,show hours customer support,contact_customer_service,medium_priority
25624,wan na check orders tell,track_order,high_priority
25625,want know know order,track_order,standard_priority
25626,want information send email client service,contact_customer_service,medium_priority
25627,help list payment methods,check_payment_methods,medium_priority
25628,notify payment problems,payment_issue,medium_priority
25629,check invoice purchases ago,check_invoice,medium_priority
25630,got account help,create_account,standard_priority
25631,need account create one,create_account,high_priority
25632,could tell delivery period,delivery_period,medium_priority
25633,ask agent notify fucking issues payment,payment_issue,medium_priority
25634,please ask agent could notify payment problems,payment_issue,medium_priority
25635,happy service submit comment,review,standard_priority
25636,need help filing complaint,complaint,high_priority
25637,show postponed request refund,get_refund,standard_priority
25638,show postponed obtain reimbursement,get_refund,standard_priority
25639,id like get information requesting invoices please,get_invoice,medium_priority
25640,buy items,place_order,medium_priority
25641,want recover password,recover_password,high_priority
25642,want know pay amex,check_payment_methods,standard_priority
25643,want know change order,change_order,high_priority
25644,issue paying online order help notify,payment_issue,standard_priority
25645,got error message tried make payment card charged anyway,payment_issue,standard_priority
25646,know get invoice august,get_invoice,standard_priority
25647,know report issue payments,payment_issue,standard_priority
25648,try get refund,get_refund,standard_priority
25649,inform issues making payment,payment_issue,medium_priority
25650,got error message tried make payment card charged anyway inform,payment_issue,standard_priority
25651,show email address customer service,contact_customer_service,medium_priority
25652,got online account need help opening one,create_account,standard_priority
25653,problem paying online order inform,payment_issue,standard_priority
25654,want see bills,check_invoices,standard_priority
25655,know delete account,delete_account,standard_priority
25656,tell options delivery,delivery_options,medium_priority
25657,like inform issue making payment,payment_issue,standard_priority
25658,track package,track_order,medium_priority
25659,assistance cancelling order made,cancel_order,standard_priority
25660,know switch user,switch_account,standard_priority
25661,problem trying make payment card notify,payment_issue,standard_priority
25662,help view delivery options,delivery_options,medium_priority
25663,problem password recovery,recover_password,standard_priority
25664,want assistance checking invoices last month,check_invoice,standard_priority
25665,user account hacked get back,recover_password,high_priority
25666,tello obtain bills,get_invoice,medium_priority
25667,oyuy tell register one online account email address,create_account,high_priority
25668,need assistance checking status order,track_order,standard_priority
25669,track package,track_order,medium_priority
25670,receive invoice check,check_invoices,standard_priority
25671,want view cancellation fees,check_cancellation_fee,standard_priority
25672,please tell register two online accounts single email,create_account,medium_priority
25673,want refund obtain one,get_refund,standard_priority
25674,got erorr tried pay card charged anyway notify,payment_issue,standard_priority
25675,problem trying pay online order need help informing,payment_issue,standard_priority
25676,problem trying pay online order report,payment_issue,standard_priority
25677,check options delivery choose,delivery_options,medium_priority
25678,could show allowed payment methods,check_payment_methods,medium_priority
25679,need information send email client service,contact_customer_service,standard_priority
25680,could tell fucking email contact customer service please,contact_customer_service,medium_priority
25681,got online account could open one please,create_account,standard_priority
25682,want assistance change item order,change_order,medium_priority
25683,got error message attempted make payment charged anyway help,payment_issue,standard_priority
25684,show postponed get reimbursement,get_refund,standard_priority
25685,tell one account,create_account,standard_priority
25686,know order,track_order,standard_priority
25687,happy service u submit comment please,review,high_priority
25688,need help removing profile,delete_account,medium_priority
25689,want know track order,track_order,standard_priority
25690,u helping want speak human,contact_human_agent,high_priority
25691,made mistake want change purchase,change_order,standard_priority
25692,u ask agent check shipments,track_order,high_priority
25693,u ask agent modify fucking profile,edit_account,high_priority
25694,want information cancellation fees,check_cancellation_fee,medium_priority
25695,help report payment issue,payment_issue,medium_priority
25696,u ask agent update profile,edit_account,high_priority
25697,help leave opinion,review,medium_priority
25698,want information want speak customer service,contact_customer_service,standard_priority
25699,submit feedback,review,medium_priority
25700,want check shipments tgell,track_order,high_priority
25701,need help see payment options available,check_payment_methods,high_priority
25702,tell email address customer service,contact_customer_service,medium_priority
25703,know leave review company,review,standard_priority
25704,game cancelled get refund,get_refund,standard_priority
25705,want see invoices,check_invoices,standard_priority
25706,could find invoice last month,check_invoice,standard_priority
25707,problem paying order anbd want report,payment_issue,standard_priority
25708,possible check delivery options choose,delivery_options,standard_priority
25709,want recover password,recover_password,standard_priority
25710,know edit personal information,edit_account,standard_priority
25711,change personal data,edit_account,medium_priority
25712,tell number contact customer support,contact_customer_service,medium_priority
25713,problem trying pay card help inform,payment_issue,standard_priority
25714,know create account,create_account,standard_priority
25715,ask agent cancellation fee,check_cancellation_fee,medium_priority
25716,got error message tried pay card charged anyway want report,payment_issue,high_priority
25717,check time contact customer service,contact_customer_service,medium_priority
25718,forgot password recover,recover_password,medium_priority
25719,fucking user account create one,create_account,standard_priority
25720,ask agent edit fucking profile please,edit_account,medium_priority
25721,want help cancel order made,cancel_order,standard_priority
25722,want file complaint service help,complaint,standard_priority
25723,assistance checking payment methods available,check_payment_methods,medium_priority
25724,help getting refunds,get_refund,medium_priority
25725,could u show free phone number client service please,contact_customer_service,high_priority
25726,try add several items,change_order,medium_priority
25727,close account,delete_account,medium_priority
25728,could ask agent report fucking issues payment,payment_issue,standard_priority
25729,please could u ask agent obtain invoice,get_invoice,high_priority
25730,send email customer service,contact_customer_service,medium_priority
25731,happy service help file complaint,complaint,standard_priority
25732,wan na recover password,recover_password,high_priority
25733,cant remember account password need hjelp retrieving,recover_password,high_priority
25734,obtain invoices,get_invoice,medium_priority
25735,got error message tried make payment charged anyway want report,payment_issue,standard_priority
25736,get error message attempt make payment online order,payment_issue,standard_priority
25737,lost account password retrieve,recover_password,high_priority
25738,ca change order,change_order,standard_priority
25739,ordered product change order,change_order,high_priority
25740,icreate user account,create_account,medium_priority
25741,wan na know see bills,get_invoice,high_priority
25742,want information call customer service,contact_customer_service,medium_priority
25743,got error message tried make payment charged anyway report,payment_issue,standard_priority
25744,tell getting bills,get_invoice,standard_priority
25745,register one user account single email address,create_account,medium_priority
25746,want make purchase,place_order,medium_priority
25747,need change another account,switch_account,medium_priority
25748,someone stole account password reset,recover_password,high_priority
25749,accept card,check_payment_methods,medium_priority
25750,want refund request one,get_refund,medium_priority
25751,inform problem payment,payment_issue,medium_priority
25752,report issue making payment,payment_issue,high_priority
25753,see status refund,track_refund,standard_priority
25754,want know free numbr client service,contact_customer_service,high_priority
25755,show mail customer service,contact_customer_service,medium_priority
25756,want see delivery options,delivery_options,medium_priority
25757,want information help contact customer support,contact_customer_service,medium_priority
25758,cancel profile,delete_account,medium_priority
25759,report payment issues,payment_issue,medium_priority
25760,u ask agent open user account,create_account,high_priority
25761,issue paying order report,payment_issue,high_priority
25762,could u ask agent order fucking package please,track_order,high_priority
25763,know need switch user,switch_account,standard_priority
25764,want contact customer service,contact_customer_service,medium_priority
25765,online account create one,create_account,standard_priority
25766,u ask agent notify issue payment,payment_issue,high_priority
25767,lost bills check,check_invoices,standard_priority
25768,inform issues paying,payment_issue,medium_priority
25769,want see options ticket delivery tyo,delivery_options,standard_priority
25770,helping speak human,contact_human_agent,standard_priority
25771,purchased something modify purchase,change_order,high_priority
25772,update shipping address,change_shipping_address,medium_priority
25773,wan na know could check deliveries,track_order,high_priority
25774,could track last order,track_order,medium_priority
25775,ask agent newsletter subscribe,newsletter_subscription,medium_priority
25776,ca pay order made,cancel_order,standard_priority
25777,take quick look invoice,check_invoice,standard_priority
25778,obtain invoice,get_invoice,high_priority
25779,file complaint business,complaint,medium_priority
25780,wan na see status order,track_order,high_priority
25781,need help getting money back,get_refund,standard_priority
25782,need help switching another user account,switch_account,medium_priority
25783,please ask agent could lodge fucking complaint service,complaint,standard_priority
25784,file complaint,complaint,high_priority
25785,know check allowed payment methods,check_payment_methods,standard_priority
25786,ask agent could inform fucking problem making payment please,payment_issue,medium_priority
25787,got error message tried pay charged anyway report,payment_issue,standard_priority
25788,like obtain bill tell please,get_invoice,standard_priority
25789,ca find invoice check,check_invoices,standard_priority
25790,please ask agent notify payment problems,payment_issue,medium_priority
25791,could delete account,delete_account,medium_priority
25792,notify problems payment,payment_issue,high_priority
25793,u ask agent notify issue making payment,payment_issue,high_priority
25794,want delete user account,delete_account,high_priority
25795,get information delivery period,delivery_period,medium_priority
25796,problem paying online order inform,payment_issue,standard_priority
25797,u ask agent casn notify payment problem,payment_issue,high_priority
25798,want lodge rview help,review,standard_priority
25799,would possible buy something,place_order,medium_priority
25800,get error attempt pay card,payment_issue,standard_priority
25801,ca understand need help speaking person,contact_human_agent,standard_priority
25802,understand help speak human,contact_human_agent,standard_priority
25803,foprgot account password,recover_password,standard_priority
25804,havent got user account id like create one,create_account,high_priority
25805,view invoices,check_invoices,medium_priority
25806,want check shipments tell,track_order,standard_priority
25807,tell downloading invoices,get_invoice,medium_priority
25808,want solve problem making payment help,payment_issue,standard_priority
25809,wan na change another user account,switch_account,high_priority
25810,tell could create one fucking online account email please,create_account,standard_priority
25811,like service submit consumer complaint,complaint,standard_priority
25812,want solve payment issues,payment_issue,medium_priority
25813,issue trying pay order notify,payment_issue,standard_priority
25814,could help get invoice,get_invoice,medium_priority
25815,set another shipping address,set_up_shipping_address,medium_priority
25816,happy service submit complaint,complaint,standard_priority
25817,purchased something want change order,change_order,standard_priority
25818,want edit personal information,edit_account,medium_priority
25819,purchased product change purchase,change_order,standard_priority
25820,want cacount close,delete_account,standard_priority
25821,ask agent could inform fucking payment issue,payment_issue,medium_priority
25822,changed mind cancel online account,delete_account,standard_priority
25823,like information could talk customer service please,contact_customer_service,medium_priority
25824,error message pops attempt pay order,payment_issue,high_priority
25825,view status purchase,track_order,medium_priority
25826,game postponed wan na request reimbursement,get_refund,high_priority
25827,could show refund policy,check_refund_policy,medium_priority
25828,ask agent cancel fucking user account please,delete_account,medium_priority
25829,ask agent could change purchase please,change_order,high_priority
25830,want know tickets gon na arrive,delivery_period,high_priority
25831,please ask agent report issue paying,payment_issue,medium_priority
25832,like service submit complaint,complaint,standard_priority
25833,wan na know could create one user account email address please,create_account,high_priority
25834,want refund get one,get_refund,standard_priority
25835,would possible get invoice,get_invoice,medium_priority
25836,help submit feedback company,review,medium_priority
25837,forgot password retrieve,recover_password,standard_priority
25838,could u ask agent could write fucking comment service please,review,high_priority
25839,help unsubscribe newsletter,newsletter_subscription,medium_priority
25840,helping talk human agent,contact_human_agent,standard_priority
25841,tell check shipment,track_order,medium_priority
25842,show cancelled want get refund,get_refund,standard_priority
25843,check cancellation fee,check_cancellation_fee,medium_priority
25844,problem trying pay card need help notifying please,payment_issue,high_priority
25845,lost bills view,check_invoices,standard_priority
25846,got error tried pay charged anyway want notify,payment_issue,standard_priority
25847,get tracking number order,track_order,medium_priority
25848,know report issues payment,payment_issue,standard_priority
25849,want view payment options,check_payment_methods,standard_priority
25850,wan na get refund,get_refund,high_priority
25851,see bill,check_invoices,medium_priority
25852,give information mail customer service,contact_customer_service,medium_priority
25853,need information send email client service,contact_customer_service,standard_priority
25854,game cancelled obtain reimbursement,get_refund,standard_priority
25855,wan na download bill,get_invoice,medium_priority
25856,forgot password need help recovering,recover_password,standard_priority
25857,check anything wrong refund,track_refund,standard_priority
25858,see payment methods,check_payment_methods,high_priority
25859,want solve issue paying,payment_issue,standard_priority
25860,know set another shipping address,set_up_shipping_address,standard_priority
25861,want information need help speaking customer service,contact_customer_service,medium_priority
25862,want information obtaining invoice,get_invoice,high_priority
25863,report problems payment,payment_issue,medium_priority
25864,purchased product change purchase,change_order,standard_priority
25865,question speak client service,contact_customer_service,standard_priority
25866,could report registration issues,registration_problems,medium_priority
25867,issue trying pay card want report,payment_issue,standard_priority
25868,tell track orders,track_order,medium_priority
25869,want know could download fucking invoice please,get_invoice,high_priority
25870,could u ask agent inform problem making payment please,payment_issue,high_priority
25871,u ask agent check status purchase,track_order,high_priority
25872,ca remember account password retrieve,recover_password,standard_priority
25873,u ask agent check money back guarantee,check_refund_policy,high_priority
25874,ca understand need help speaking human agent,contact_human_agent,standard_priority
25875,profile help create one,create_account,standard_priority
25876,assistance get refunds money,get_refund,medium_priority
25877,helping talk someone,contact_human_agent,standard_priority
25878,want know change purchase,change_order,medium_priority
25879,tell payment methodsyou accept,check_payment_methods,medium_priority
25880,wan na notify payment problems,payment_issue,high_priority
25881,would like check delivery options choose,delivery_options,standard_priority
25882,got error attempted make payment charged anyway notify,payment_issue,standard_priority
25883,would possible check refund status,track_refund,standard_priority
25884,know need track refund,track_refund,standard_priority
25885,speak customer assistance,contact_customer_service,medium_priority
25886,want know make payment credot card,check_payment_methods,high_priority
25887,could help use another account,switch_account,medium_priority
25888,purchased something modify purchase,change_order,standard_priority
25889,want profile delete,delete_account,standard_priority
25890,want se free number customer service,contact_customer_service,medium_priority
25891,need help removing profile,delete_account,high_priority
25892,notify problems paying,payment_issue,medium_priority
25893,need fucking refund obtain one,get_refund,standard_priority
25894,please could u ask agent notify fucking issue payment,payment_issue,high_priority
25895,u ask agent track package,track_order,high_priority
25896,want information payment methods,check_payment_methods,medium_priority
25897,tell obtaining bill,get_invoice,medium_priority
25898,help leaving review company,review,medium_priority
25899,dont online account,create_account,high_priority
25900,question send email customer support,contact_customer_service,standard_priority
25901,happy service need help filing comment,review,high_priority
25902,help buy items,place_order,medium_priority
25903,error account,registration_problems,medium_priority
25904,help lodge consumer complaint service,complaint,medium_priority
25905,know need speak assistant,contact_human_agent,standard_priority
25906,dont know need talk operator,contact_human_agent,high_priority
25907,want profile cancel,delete_account,standard_priority
25908,information delivery options,delivery_options,medium_priority
25909,want infrm issues payment,payment_issue,high_priority
25910,try check cancellation fee,check_cancellation_fee,medium_priority
25911,need help delete account,delete_account,medium_priority
25912,issue trying pay like inform please,payment_issue,standard_priority
25913,please wan na know create two online accounts email address,create_account,high_priority
25914,want help get refunds money,get_refund,standard_priority
25915,concert cancelled want obtain reimbursement,get_refund,standard_priority
25916,want see mail address customer service,contact_customer_service,medium_priority
25917,need help reporting issue payment,payment_issue,medium_priority
25918,tell change purchase,change_order,medium_priority
25919,could check delivery options offer,delivery_options,medium_priority
25920,need account want open one,create_account,standard_priority
25921,got error attempted pay charged anyway help notify,payment_issue,standard_priority
25922,inform issue payment,payment_issue,medium_priority
25923,ask agent reset password,recover_password,high_priority
25924,help edit account,edit_account,medium_priority
25925,error pops attempt make payment card help,payment_issue,standard_priority
25926,create two online accounts email,create_account,high_priority
25927,trying get refund money,get_refund,standard_priority
25928,got modify suer data,edit_account,high_priority
25929,please u ask agent see options ticket delivery,delivery_options,high_priority
25930,show payment options,check_payment_methods,medium_priority
25931,want solve problem payment,payment_issue,standard_priority
25932,ask agent solve issues paying,payment_issue,high_priority
25933,could buy several items,place_order,medium_priority
25934,got error message tried make payment charged anyway,payment_issue,standard_priority
25935,account create one,create_account,medium_priority
25936,want see delivery period,delivery_period,high_priority
25937,want refund obtain one,get_refund,standard_priority
25938,want make changes shipping address,change_shipping_address,high_priority
25939,u ask agent open user account please,create_account,high_priority
25940,inform issues making payment,payment_issue,high_priority
25941,ask agent register,create_account,high_priority
25942,question contact customer service,contact_customer_service,standard_priority
25943,tell caqn create one profile single email address,create_account,medium_priority
25944,want use profile need help switching,switch_account,standard_priority
25945,assistance check invoices last month,check_invoice,medium_priority
25946,want know forgotten passwords,recover_password,medium_priority
25947,got error message tried pay charged anyway u inform,payment_issue,high_priority
25948,know need update user info,edit_account,standard_priority
25949,would give information delivery period,delivery_period,medium_priority
25950,know check invoice,check_invoice,standard_priority
25951,understand contact someone,contact_human_agent,standard_priority
25952,could set new shipping address,set_up_shipping_address,medium_priority
25953,give information account removals,delete_account,medium_priority
25954,delivery period tickets,delivery_period,medium_priority
25955,know need get invoice,get_invoice,standard_priority
25956,help make claim company,complaint,medium_priority
25957,receive bill help see,check_invoices,standard_priority
25958,help report problems making payment,payment_issue,medium_priority
25959,changed mind need helpcanceling profile,delete_account,standard_priority
25960,want view delivery options,delivery_options,medium_priority
25961,help view cancellation penalty,check_cancellation_fee,medium_priority
25962,want know check shipment,track_order,standard_priority
25963,create two online accounts qith email address,create_account,medium_priority
25964,notify issues paying,payment_issue,medium_priority
25965,receive bill want view,check_invoices,high_priority
25966,user account hacked u help,recover_password,high_priority
25967,please could ask agent view bill,check_invoices,medium_priority
25968,possible set another shipping address,set_up_shipping_address,medium_priority
25969,could edit information account,edit_account,medium_priority
25970,could u ask agent write fucking opinion service,review,high_priority
25971,issue changing shipping address,change_shipping_address,standard_priority
25972,help delete account,delete_account,medium_priority
25973,u find information email customer support,contact_customer_service,high_priority
25974,check updates refund,track_refund,standard_priority
25975,issue making payment card help report,payment_issue,standard_priority
25976,ask agent recover account password please,recover_password,medium_priority
25977,could tell could register several profiles single email address please,create_account,medium_priority
25978,got create different user account bride,create_account,standard_priority
25979,get error message attempt pay online order,payment_issue,standard_priority
25980,wan na know could track packages,track_order,high_priority
25981,information company newsletter subscription,newsletter_subscription,medium_priority
25982,know could delete account,delete_account,standard_priority
25983,could check invoice five purchases ago,check_invoice,medium_priority
25984,happy service want file comment,review,standard_priority
25985,check cases ask money back,check_refund_policy,standard_priority
25986,register,create_account,medium_priority
25987,help create profile,create_account,medium_priority
25988,understand speak human,contact_human_agent,standard_priority
25989,could help change order made,change_order,standard_priority
25990,error pops try pay order help,payment_issue,standard_priority
25991,please could ask agent report fucking problem making payment,payment_issue,medium_priority
25992,cant understand u speak someone,contact_human_agent,high_priority
25993,wan na know make payment visa,check_payment_methods,high_priority
25994,change profile,edit_account,medium_priority
25995,get error message try make payment order,payment_issue,standard_priority
25996,want submit review,review,standard_priority
25997,tell register two accounts single email address,create_account,medium_priority
25998,help subscribe company newsletter,newsletter_subscription,medium_priority
25999,want make complaint u help,complaint,high_priority
26000,help speak client service,contact_customer_service,medium_priority
26001,use another account,switch_account,medium_priority
26002,calling check delivery options,delivery_options,medium_priority
26003,tell receive newsletter,newsletter_subscription,medium_priority
26004,account hacked get back,recover_password,standard_priority
26005,know change items order,change_order,standard_priority
26006,could tell phone contact customer support please,contact_customer_service,medium_priority
26007,help cancel last order made,cancel_order,medium_priority
26008,check options ticket delivery,delivery_options,high_priority
26009,made mistake help modify order,change_order,standard_priority
26010,possible switch another account,switch_account,medium_priority
26011,could show status refund,track_refund,standard_priority
26012,made mistake change purchase,change_order,standard_priority
26013,like service make consumer complaint,complaint,standard_priority
26014,anybody available customer service,contact_customer_service,medium_priority
26015,issue trying mke payment card want inform,payment_issue,high_priority
26016,want information want speak customer support,contact_customer_service,standard_priority
26017,id like solve problem making payment u help,payment_issue,high_priority
26018,tell get invoice,get_invoice,medium_priority
26019,could ask agent could see bill,check_invoices,medium_priority
26020,anything new refund,track_refund,standard_priority
26021,tell request invoice,get_invoice,medium_priority
26022,tell number customer support please,contact_customer_service,medium_priority
26023,help set different shipping address,set_up_shipping_address,medium_priority
26024,want information contact customer service,contact_customer_service,medium_priority
26025,wan na get information seeing bill,get_invoice,high_priority
26026,change another user account,switch_account,medium_priority
26027,purchased product modify purchase,change_order,standard_priority
26028,ask agent could change another profile,switch_account,high_priority
26029,want check status refund help,track_refund,standard_priority
26030,helping contact human,contact_human_agent,standard_priority
26031,want know check delivery,track_order,high_priority
26032,discontent service want lodge complaint,complaint,standard_priority
26033,wan na lodge complaint service,complaint,high_priority
26034,like service lodge consumer complaint,complaint,standard_priority
26035,id like create account,create_account,high_priority
26036,lost bills view,check_invoices,standard_priority
26037,purchased product change purchase,change_order,high_priority
26038,want see number contact customer support,contact_customer_service,medium_priority
26039,error message pops try pay,payment_issue,standard_priority
26040,could ask agent notify fucking issue making payment please,payment_issue,medium_priority
26041,want check payment methods,check_payment_methods,medium_priority
26042,got account need help registering,create_account,standard_priority
26043,want check shipment,track_order,medium_priority
26044,track shipment,track_order,medium_priority
26045,want report problem making payment help,payment_issue,standard_priority
26046,user account open one,create_account,medium_priority
26047,problem trying make payment card notify,payment_issue,standard_priority
26048,ushow information reimbursement policy,check_refund_policy,medium_priority
26049,got error message tried make payment card charged anyway notify,payment_issue,standard_priority
26050,error changing delivery address,change_shipping_address,medium_priority
26051,receive invoices could u view please,check_invoices,high_priority
26052,check status refund,track_refund,standard_priority
26053,help cancel subscription newsletter,newsletter_subscription,medium_priority
26054,im discontent service submit consumer complaint,complaint,high_priority
26055,problem trying make payment card help,payment_issue,standard_priority
26056,solve payment problem,payment_issue,high_priority
26057,help subscribe company newsletter,newsletter_subscription,medium_priority
26058,get information user account deletion,delete_account,medium_priority
26059,ca find bill view,check_invoices,standard_priority
26060,getting money back,get_refund,medium_priority
26061,make consumer complaint,complaint,medium_priority
26062,show postponed want obtain refund,get_refund,standard_priority
26063,helping talk human agent,contact_human_agent,standard_priority
26064,dont understand need help talking someone please,contact_human_agent,high_priority
